Date;Continent;Deaths;Cumulative Deaths;Deaths Last 7 Days;Deaths Last 7 Days Change;Deaths Per Million;Confirmed;Cumulative Confirmed;Cases Last 7 Days;Cases Last 7 Days Change;Cases Per Million;Country;Population
1593561600000;EURO;23;34767;92;-65;575;142;240578;1745;30;3979;IT;60453718
1593648000000;EURO;21;34788;144;-26;575;182;240760;1350;-14;3982;IT;60453718
1593734400000;EURO;30;34818;140;-14;575;201;240961;1255;-18;3985;IT;60453718
1593820800000;EURO;15;34833;125;-14;576;223;241184;1223;-37;3989;IT;60453718
1593907200000;EURO;21;34854;138;30;576;235;241419;1283;-31;3992;IT;60453718
1593993600000;EURO;7;34861;123;18;576;192;241611;1301;-28;3996;IT;60453718
1594080000000;EURO;8;34869;125;43;576;208;241819;1383;-19;3999;IT;60453718
1594166400000;EURO;30;34899;132;43;577;137;241956;1378;-21;4001;IT;60453718
1594252800000;EURO;15;34914;126;-12;577;193;242149;1389;2;4004;IT;60453718
1594339200000;EURO;12;34926;108;-22;577;214;242363;1402;11;4008;IT;60453718
1594425600000;EURO;12;34938;105;-16;577;276;242639;1455;18;4013;IT;60453718
1594512000000;EURO;7;34945;91;-34;577;188;242827;1408;9;4016;IT;60453718
1594598400000;EURO;9;34954;93;-24;578;234;243061;1450;11;4020;IT;60453718
1594684800000;EURO;13;34967;98;-21;578;169;243230;1411;2;4022;IT;60453718
1594771200000;EURO;17;34984;85;-35;578;114;243344;1388;0;4024;IT;60453718
1594857600000;EURO;13;34997;83;-34;578;162;243506;1357;-2;4027;IT;60453718
1594944000000;EURO;20;35017;91;-15;579;230;243736;1373;-2;4031;IT;60453718
1595030400000;EURO;11;35028;90;-14;579;231;243967;1328;-8;4035;IT;60453718
1595116800000;EURO;14;35042;97;6;579;249;244216;1389;-1;4039;IT;60453718
1595203200000;EURO;3;35045;91;-2;579;218;244434;1373;-5;4042;IT;60453718
1595289600000;EURO;13;35058;91;-7;579;190;244624;1394;-1;4045;IT;60453718
1595376000000;EURO;15;35073;89;4;580;128;244752;1408;1;4048;IT;60453718
1595462400000;EURO;9;35082;85;2;580;280;245032;1526;12;4052;IT;60453718
1595548800000;EURO;10;35092;75;-17;580;306;245338;1602;16;4057;IT;60453718
1595635200000;EURO;5;35097;69;-23;580;252;245590;1623;22;4061;IT;60453718
1595721600000;EURO;5;35102;60;-38;580;274;245864;1648;18;4066;IT;60453718
1595808000000;EURO;5;35107;62;-31;580;254;246118;1684;22;4070;IT;60453718
1595894400000;EURO;5;35112;54;-40;580;168;246286;1662;19;4073;IT;60453718
1595980800000;EURO;11;35123;50;-43;580;202;246488;1736;23;4076;IT;60453718
1596067200000;EURO;6;35129;47;-44;581;288;246776;1744;14;4081;IT;60453718
1596153600000;EURO;3;35132;40;-46;581;382;247158;1820;13;4087;IT;60453718
1596240000000;EURO;9;35141;44;-36;581;379;247537;1947;19;4094;IT;60453718
1596326400000;EURO;5;35146;44;-26;581;295;247832;1968;19;4098;IT;60453718
