Deaths7;Cases7;Deaths7Trend;Cases7Trend;deaths7perc;cases7perc;Country;Label
293;2882;0;0;0.0004487893860360546;0.004414372049678871;FR;11.0
277;2562;0;0;0.00042428211580882976;0.003924226645134375;FR;10.0
259;2572;0;0;0.0003967114368032018;0.00393954368902639;FR;9.0
251;2438;0;1;0.00038445780168958944;0.003734295300873383;FR;8.0
246;2452;0;1;0.00037679927974358163;0.0037557391623222044;FR;7.0
224;2406;0;1;0.0003431017831811475;0.0036852807604189327;FR;6.0
247;2297;0;0;0.0003783309841327832;0.003518324981995964;FR;5.0
252;2211;0;0;0.00038598950607879096;0.0033865984045246306;FR;4.0
253;2054;0;0;0.00038752121046799247;0.0031461208154199864;FR;3.0
239;2074;0;0;0.0003660773490191708;0.0031767549032040176;FR;2.0
230;2102;0;0;0.0003522920095163568;0.003219642626101661;FR;1.0
228;1800;0;0;0.0003492286007379537;0.0027570679005627925;FR;0.0
205;4755;1;1;0.00033910238572919536;0.007865521190938165;IT;110.0
331;5686;1;1;0.0005475262911042129;0.009405542269542462;IT;109.0
411;7136;1;1;0.0006798589294375575;0.01180407133933433;IT;108.0
551;7647;1;1;0.0009114410465209105;0.01264934606668857;IT;107.0
720;9373;1;1;0.0011909937450001007;0.015504422738730478;IT;106.0
868;11255;1;1;0.0014358091259167882;0.018617548055522407;IT;105.0
1071;13024;1;1;0.0017716031956876497;0.02154375352066849;IT;104.0
1207;15274;1;1;0.001996568680854336;0.025265608973793804;IT;103.0
1443;17372;1;1;0.002386949963937702;0.02873603241408576;IT;102.0
1695;18808;1;1;0.002803797774687737;0.0311114032721693;IT;101.0
1874;21357;1;1;0.0030998920529585958;0.03532785196106549;IT;100.0
2151;23251;1;1;0.003558093813187801;0.03846082717360742;IT;99.0
2391;25918;1;1;0.003955091728187834;0.042872466504045297;IT;98.0
2764;29357;1;1;0.004572092654417053;0.04856111579439994;IT;97.0
3386;32417;1;1;0.005600978917458807;0.053622839210650364;IT;96.0
3018;28827;1;1;0.0049922487811254225;0.04768441206544153;IT;95.0
3318;31154;1;1;0.005488496174875465;0.05153363768296269;IT;94.0
3572;32417;1;1;0.005908652301583833;0.053622839210650364;IT;93.0
3842;33459;1;1;0.00635527495595887;0.05534647182494218;IT;92.0
4098;33351;1;1;0.006778739398625573;0.05516782276319217;IT;91.0
4133;33518;1;1;0.006836634927896411;0.055444067145713025;IT;90.0
4309;32920;1;1;0.00712776673222977;0.05445488067417128;IT;89.0
5196;38894;1;1;0.008595004859750727;0.06433682044171378;IT;88.0
5305;38551;1;1;0.008775308079479908;0.06376944425485956;IT;87.0
5514;37812;1;1;0.009121027097125771;0.0625470215082553;IT;86.0
5610;36616;1;1;0.009279826263125785;0.06056864856517179;IT;85.0
5652;36188;1;1;0.009349300898250791;0.05986066895008839;IT;84.0
5752;34703;1;1;0.009514716696167472;0.057404244351025695;IT;83.0
5545;33329;1;1;0.009172305994479943;0.0551314312876505;IT;82.0
5339;32160;1;0;0.00883154945077158;0.0531977206100045;IT;81.0
5108;31259;0;0;0.008449438957584049;0.05170732427077521;IT;80.0
4934;30808;0;0;0.008161615469209023;0.050961299022170975;IT;79.0
4699;29794;0;0;0.007772888344104825;0.04928398283129584;IT;78.0
4512;28848;0;0;0.007463560802000631;0.047719149383004034;IT;77.0
4364;28384;0;0;0.007218745421083944;0.046951620080670636;IT;76.0
4170;27750;0;0;0.006897838773125583;0.04590288392187888;IT;75.0
4108;27639;0;0;0.006795280978417242;0.04571927238619137;IT;74.0
4012;27415;0;0;0.006636481812417228;0.045348740998858;IT;73.0
3940;26969;0;0;0.006517382437917218;0.044610986540149604;IT;72.0
3940;26902;0;0;0.006517382437917218;0.044500157955545426;IT;71.0
3978;25733;0;0;0.006580240441125556;0.04256644727789943;IT;70.0
3891;25315;0;0;0.006436328696938045;0.0418750092426077;IT;69.0
3896;24857;0;0;0.006444599486833879;0.041117404888149314;IT;68.0
3757;23654;0;0;0.006214671527729691;0.03912745283921164;IT;67.0
3759;22609;0;0;0.006217979843688025;0.037398857750982326;IT;66.0
3649;21712;0;0;0.006036022465979677;0.03591507804366971;IT;65.0
3579;21469;0;0;0.005920231407438001;0.03551311765473217;IT;64.0
3438;22172;0;0;0.0056869951323754815;0.036675990714086434;IT;63.0
3377;21032;0;0;0.005586091495646306;0.03479025061783628;IT;62.0
3222;20560;0;0;0.005329697008875451;0.03400948805166955;IT;61.0
3157;19426;0;0;0.005222176740229608;0.032133672903294386;IT;60.0
2984;18703;0;0;0.00493600740983375;0.030937716684356784;IT;59.0
2863;18186;0;0;0.004735854294354567;0.030082517009127542;IT;58.0
2711;17548;0;0;0.004484422281521213;0.029027164218419124;IT;57.0
2597;16264;0;0;0.004295848271896197;0.02690322537316894;IT;56.0
2418;15490;0;0;0.003999753993625338;0.025622907097293833;IT;55.0
2267;14434;0;0;0.0037499761387711507;0.023876116271293685;IT;54.0
2326;13977;0;0;0.003847571459541992;0.023120166074814458;IT;53.0
2240;13042;0;0;0.003705313873333647;0.021573528364293493;IT;52.0
2102;12524;0;0;0.0034770400722086274;0.020716674531085087;IT;51.0
1956;11508;0;0;0.0032355330072502734;0.01903605002425161;IT;50.0
2002;10866;0;0;0.003311624274291947;0.017974080601626523;IT;49.0
1991;10395;0;0;0.0032934285365211115;0.017194972193438955;IT;48.0
1965;9757;0;0;0.003250420429062775;0.016139619402730534;IT;47.0
1685;8940;0;0;0.002787256194896069;0.014788172333751251;IT;46.0
1676;8353;0;0;0.002772368773083568;0.013817181599980334;IT;45.0
1660;7876;0;0;0.0027459022454168988;0.013028148243917768;IT;44.0
1596;8203;0;0;0.0026400361347502233;0.013569057903105313;IT;43.0
1422;7647;0;0;0.002352212646375199;0.01264934606668857;IT;42.0
1410;7238;0;0;0.0023323627506251976;0.011972795453209346;IT;41.0
1409;6700;0;0;0.0023307085926460307;0.011082858460417604;IT;40.0
1368;6492;0;0;0.0022628881155001912;0.010738793600750909;IT;39.0
1348;6365;0;0;0.0022298049559168554;0.010528715537396724;IT;38.0
1268;6072;0;0;0.0020974723175835107;0.01004404724950085;IT;37.0
1258;5483;0;0;0.0020809307377918427;0.009069748199771601;IT;36.0
1224;5260;0;0;0.0020246893665001714;0.008700870970417402;IT;35.0
1118;4910;0;0;0.0018493486207084898;0.008121915677709021;IT;34.0
1006;4773;0;0;0.0016640829270418076;0.007895296034563168;IT;33.0
972;4567;0;0;0.001607841555750136;0.0075545394908548055;IT;32.0
877;4423;0;0;0.0014506965477292895;0.007316340741854785;IT;31.0
870;4272;0;0;0.0014391174418751217;0.007066562887000597;IT;30.0
786;3856;0;0;0.00130016817162511;0.006378433167667206;IT;29.0
742;3775;0;0;0.0012273852205417705;0.006244446371354694;IT;28.0
656;3726;0;0;0.0010851276343334252;0.006163392630375521;IT;27.0
613;3590;0;0;0.0010139988412292524;0.005938427145208836;IT;26.0
605;3337;0;0;0.001000765577395918;0.005519925176479633;IT;25.0
630;3161;0;0;0.0010421195268750883;0.005228793372146275;IT;24.0
598;3039;0;0;0.0009891864715417503;0.005026986098687926;IT;23.0
575;2960;0;0;0.0009511408380209138;0.004896307618333748;IT;22.0
529;2697;0;0;0.0008750495709792407;0.004461264069812877;IT;21.0
547;2281;0;0;0.0009048244146042432;0.0037731343504794853;IT;20.0
545;2283;0;0;0.0009015160986459096;0.003776442666437819;IT;19.0
506;2137;0;0;0.0008370039374584042;0.0035349356014794655;IT;18.0
484;1979;0;0;0.0008006124619167344;0.0032735786407711103;IT;17.0
489;2081;0;0;0.0008088832518125683;0.0034423027546461246;IT;16.0
513;2046;0;0;0.0008485830433125718;0.0033844072253752864;IT;15.0
513;1927;0;0;0.0008485830433125718;0.003187562425854436;IT;14.0
478;2129;0;0;0.0007906875140417336;0.0035217023376461314;IT;13.0
449;1774;0;0;0.0007427169326458962;0.0029344762550419148;IT;12.0
455;1850;0;0;0.0007526418805208969;0.003060192261458592;IT;11.0
446;1991;0;0;0.0007377544587083957;0.0032934285365211115;IT;10.0
407;2012;0;0;0.0006732422975208903;0.003328165854083615;IT;9.0
362;1939;0;0;0.000598805188458384;0.003207412321604438;IT;8.0
334;2065;0;1;0.0005524887650417134;0.0034158362269794554;IT;7.0
347;2017;0;0;0.0005739928187708819;0.003336436643979449;IT;6.0
338;1706;0;0;0.0005591053969583806;0.0028219935124585717;IT;5.0
309;1624;0;0;0.0005111348155625432;0.0026863525581668937;IT;4.0
289;1510;0;0;0.00047805165597920716;0.0024977785485418777;IT;3.0
286;1430;0;0;0.0004730891820417067;0.0023654459102085334;IT;2.0
270;1333;0;0;0.0004466226543750378;0.002204992586229353;IT;1.0
196;1582;0;0;0.0003242149639166941;0.002616877923041888;IT;0.0
